Region,2024 (current prices),Unnamed: 39,Omitted countries,year,value
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2006,262.53101603019326
Oceania,36.98674327781575,,,2006,21.71155754893421
South Asia,102.3815205919318,,,2006,50.124779748010155
East Asia,433.1594053700567,,,2006,162.32827054926108
South East Asia,54.86528321337011,,,2006,27.219616970484562
Central Asia,1.9284080397939944,,,2006,1.14679121350318
Europe,693.4417221375255,,,2006,351.0523104700857
Central Europe,74.9747613412554,,,2006,26.1849238669833
Eastern Europe,221.0853464281265,,,2006,45.24640385448546
Western Europe,397.3816143681436,,,2006,279.62098274861694
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2006,114.7338189014653
World,2718.18371875139,,,2007,1733.0714343464022
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2007,33.67782921404461
North Africa,30.201147045776676,,,2007,8.54611655466694
sub-Saharan Africa,21.851767848375367,,,2007,25.131712659377673
Americas,1100.039531310176,,Cuba,2007,933.9004070202525
Central America and the Caribbean,19.781283367512405,,,2007,6.717127398038152
North America,1026.655897810219,,,2007,885.9608394483251
South America,53.602350132444535,,,2007,41.22244017388914
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2007,278.45112479030166
Oceania,36.98674327781575,,,2007,22.964672605461825
South Asia,102.3815205919318,,,2007,51.078054284643024
East Asia,433.1594053700567,,,2007,172.31023591544385
South East Asia,54.86528321337011,,,2007,30.464213366421557
Central Asia,1.9284080397939944,,,2007,1.6339486183313863
Europe,693.4417221375255,,,2007,360.49032338541224
Central Europe,74.9747613412554,,,2007,27.80589611677938
Eastern Europe,221.0853464281265,,,2007,50.25123407975356
Western Europe,397.3816143681436,,,2007,282.4331931888793
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2007,126.55174993639143
World,2718.18371875139,,,2008,1836.924968445108
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2008,39.63429868809565
North Africa,30.201147045776676,,,2008,10.08237237543034
sub-Saharan Africa,21.851767848375367,,,2008,29.551926312665305
Americas,1100.039531310176,,Cuba,2008,1001.9902682197376
Central America and the Caribbean,19.781283367512405,,,2008,6.836939969304456
North America,1026.655897810219,,,2008,950.5052218963491
South America,53.602350132444535,,,2008,44.648106354083964
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2008,296.06784586482485
Oceania,36.98674327781575,,,2008,23.621382612931956
South Asia,102.3815205919318,,,2008,56.41639086036546
East Asia,433.1594053700567,,,2008,183.0048710711846
South East Asia,54.86528321337011,,,2008,31.463361435808142
Central Asia,1.9284080397939944,,,2008,1.5618398845346946
Europe,693.4417221375255,,,2008,370.1873646254506
Central Europe,74.9747613412554,,,2008,26.660211759744016
Eastern Europe,221.0853464281265,,,2008,54.88243826990822
Western Europe,397.3816143681436,,,2008,288.64471459579835
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2008,129.04519104699918
World,2718.18371875139,,,2009,1963.322875879956
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2009,40.050609100058345
North Africa,30.201147045776676,,,2009,11.133150085150811
sub-Saharan Africa,21.851767848375367,,,2009,28.917459014907532
Americas,1100.039531310176,,Cuba,2009,1079.9355585494282
Central America and the Caribbean,19.781283367512405,,,2009,7.88651668390508
North America,1026.655897810219,,,2009,1024.6051006171672
South America,53.602350132444535,,,2009,47.443941248355756
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2009,334.37527798128804
Oceania,36.98674327781575,,,2009,25.366595216185214
South Asia,102.3815205919318,,,2009,65.30769517391944
East Asia,433.1594053700567,,,2009,208.78586804796734
South East Asia,54.86528321337011,,,2009,33.41270828001143
Central Asia,1.9284080397939944,,,2009,1.5024112632046853
Europe,693.4417221375255,,,2009,375.5167315781309
Central Europe,74.9747613412554,,,2009,25.60901346458426
Eastern Europe,221.0853464281265,,,2009,56.14051125561368
Western Europe,397.3816143681436,,,2009,293.76720685793293
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2009,133.4446986710507
World,2718.18371875139,,,2010,2003.1997370526742
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2010,41.30595491303848
North Africa,30.201147045776676,,,2010,12.08606477536296
sub-Saharan Africa,21.851767848375367,,,2010,29.219890137675502
Americas,1100.039531310176,,Cuba,2010,1110.0098572610868
Central America and the Caribbean,19.781283367512405,,,2010,7.63032834090511
North America,1026.655897810219,,,2010,1051.1355783258407
South America,53.602350132444535,,,2010,51.2439505943413
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2010,342.98877181715073
Oceania,36.98674327781575,,,2010,25.655631198318545
South Asia,102.3815205919318,,,2010,66.15297334677231
East Asia,433.1594053700567,,,2010,214.8415542192198
South East Asia,54.86528321337011,,,2010,34.66338699837585
Central Asia,1.9284080397939944,,,2010,1.675226054464209
Europe,693.4417221375255,,,2010,367.97466700945995
Central Europe,74.9747613412554,,,2010,24.731576471173508
Eastern Europe,221.0853464281265,,,2010,56.97899483282689
Western Europe,397.3816143681436,,,2010,286.26409570545957
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2010,140.92048605193804
World,2718.18371875139,,,2011,2006.2301892023254
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2011,45.15285306338674
North Africa,30.201147045776676,,,2011,15.2416822429678
sub-Saharan Africa,21.851767848375367,,,2011,29.91117082041895
Americas,1100.039531310176,,Cuba,2011,1098.0404878168063
Central America and the Caribbean,19.781283367512405,,,2011,8.224480562686482
North America,1026.655897810219,,,2011,1039.5961595490994
South America,53.602350132444535,,,2011,50.219847705020356
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2011,355.12115990351424
Oceania,36.98674327781575,,,2011,25.275843968039162
South Asia,102.3815205919318,,,2011,67.22501207141441
East Asia,433.1594053700567,,,2011,225.74563057823298
South East Asia,54.86528321337011,,,2011,35.04785846389031
Central Asia,1.9284080397939944,,,2011,1.8268148219373974
Europe,693.4417221375255,,,2011,361.55096258550157
Central Europe,74.9747613412554,,,2011,24.082190503152276
Eastern Europe,221.0853464281265,,,2011,61.364108544529394
Western Europe,397.3816143681436,,,2011,276.10466353781993
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2011,146.36472583311692
World,2718.18371875139,,,2012,1983.5849132954195
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2012,44.79856399620253
North Africa,30.201147045776676,,,2012,16.326147135670183
sub-Saharan Africa,21.851767848375367,,,2012,28.47241686053234
Americas,1100.039531310176,,Cuba,2012,1042.1536493510866
Central America and the Caribbean,19.781283367512405,,,2012,8.728972843002843
North America,1026.655897810219,,,2012,981.9845080143778
South America,53.602350132444535,,,2012,51.44016849370601
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2012,371.6246678823022
Oceania,36.98674327781575,,,2012,24.439628462377826
South Asia,102.3815205919318,,,2012,67.23801259899274
East Asia,433.1594053700567,,,2012,241.24968165421907
South East Asia,54.86528321337011,,,2012,36.611734743285375
Central Asia,1.9284080397939944,,,2012,2.0856104234272714
Europe,693.4417221375255,,,2012,364.76424149302477
Central Europe,74.9747613412554,,,2012,23.724414672655023
Eastern Europe,221.0853464281265,,,2012,70.47388683630494
Western Europe,397.3816143681436,,,2012,270.56593998406487
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2012,160.2437905728032
World,2718.18371875139,,,2013,1942.8039027035481
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2013,47.68019924030741
North Africa,30.201147045776676,,,2013,18.494858154100502
sub-Saharan Africa,21.851767848375367,,,2013,29.185341086206915
Americas,1100.039531310176,,Cuba,2013,969.3437990982163
Central America and the Caribbean,19.781283367512405,,,2013,9.268896437239217
North America,1026.655897810219,,,2013,906.4768621985365
South America,53.602350132444535,,,2013,53.59804046244058
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2013,388.39136769932963
Oceania,36.98674327781575,,,2013,24.196549293358167
South Asia,102.3815205919318,,,2013,67.55591233226647
East Asia,433.1594053700567,,,2013,254.32934501596236
South East Asia,54.86528321337011,,,2013,39.968757627310026
Central Asia,1.9284080397939944,,,2013,2.3408034304326635
Europe,693.4417221375255,,,2013,358.5625821338281
Central Europe,74.9747613412554,,,2013,23.455202109285953
Eastern Europe,221.0853464281265,,,2013,73.83987566078154
Western Europe,397.3816143681436,,,2013,261.26750436376057
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2013,178.8259545318666
World,2718.18371875139,,,2014,1929.3773256166014
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2014,49.43495029556698
North Africa,30.201147045776676,,,2014,19.847756907697914
sub-Saharan Africa,21.851767848375367,,,2014,29.58719338786906
Americas,1100.039531310176,,Cuba,2014,915.9133332555713
Central America and the Caribbean,19.781283367512405,,,2014,9.557502732054235
North America,1026.655897810219,,,2014,852.123309925175
South America,53.602350132444535,,,2014,54.232520598341985
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2014,409.25805653711717
Oceania,36.98674327781575,,,2014,26.11281102820412
South Asia,102.3815205919318,,,2014,71.16337697571826
East Asia,433.1594053700567,,,2014,269.6906382165331
South East Asia,54.86528321337011,,,2014,39.9221896841167
Central Asia,1.9284080397939944,,,2014,2.3690406325449755
Europe,693.4417221375255,,,2014,362.2004212732541
Central Europe,74.9747613412554,,,2014,25.010586741843696
Eastern Europe,221.0853464281265,,,2014,79.1444746241177
Western Europe,397.3816143681436,,,2014,258.0453599072927
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2014,192.5705642550917
World,2718.18371875139,,,2015,1955.2847765404617
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2015,46.53456621034893
North Africa,30.201147045776676,,,2015,19.9687373950625
sub-Saharan Africa,21.851767848375367,,,2015,26.565828815286455
Americas,1100.039531310176,,Cuba,2015,898.8354959839058
Central America and the Caribbean,19.781283367512405,,,2015,9.24164618535074
North America,1026.655897810219,,,2015,835.9234503985349
South America,53.602350132444535,,,2015,53.67039940002022
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2015,434.3141761078037
Oceania,36.98674327781575,,,2015,28.596690936225176
South Asia,102.3815205919318,,,2015,72.81757111164418
East Asia,433.1594053700567,,,2015,286.82982540824923
South East Asia,54.86528321337011,,,2015,43.621986766724646
Central Asia,1.9284080397939944,,,2015,2.448101884960603
Europe,693.4417221375255,,,2015,371.5088896079878
Central Europe,74.9747613412554,,,2015,28.236689053337624
Eastern Europe,221.0853464281265,,,2015,85.2373839454461
Western Europe,397.3816143681436,,,2015,258.03481660920403
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2015,204.09164863041536
World,2718.18371875139,,,2016,1957.2683073260093
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2016,44.56414569778725
North Africa,30.201147045776676,,,2016,19.833172170127362
sub-Saharan Africa,21.851767848375367,,,2016,24.730973527659884
Americas,1100.039531310176,,Cuba,2016,895.1946025614533
Central America and the Caribbean,19.781283367512405,,,2016,10.249517755899769
North America,1026.655897810219,,,2016,833.7028598807292
South America,53.602350132444535,,,2016,51.24222492482433
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2016,455.7628178841916
Oceania,36.98674327781575,,,2016,31.308452509778324
South Asia,102.3815205919318,,,2016,79.231252333748
East Asia,433.1594053700567,,,2016,298.8066884303872
South East Asia,54.86528321337011,,,2016,44.2711304120799
Central Asia,1.9284080397939944,,,2016,2.145294198198181
Europe,693.4417221375255,,,2016,383.07924468258824
Central Europe,74.9747613412554,,,2016,28.835500605312532
Eastern Europe,221.0853464281265,,,2016,89.8414946765675
Western Europe,397.3816143681436,,,2016,264.40224940070823
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2016,178.66749649998866
World,2718.18371875139,,,2017,1980.404345162167
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2017,44.02583249535903
North Africa,30.201147045776676,,,2017,18.966109397952042
sub-Saharan Africa,21.851767848375367,,,2017,25.059723097407005
Americas,1100.039531310176,,Cuba,2017,893.4325682189103
Central America and the Caribbean,19.781283367512405,,,2017,9.554356379729262
North America,1026.655897810219,,,2017,829.7776086920368
South America,53.602350132444535,,,2017,54.10060314714421
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2017,476.4666994123618
Oceania,36.98674327781575,,,2017,31.42559914870668
South Asia,102.3815205919318,,,2017,84.650129762418
East Asia,433.1594053700567,,,2017,312.3526261646072
South East Asia,54.86528321337011,,,2017,45.9696133444999
Central Asia,1.9284080397939944,,,2017,2.068730992129881
Europe,693.4417221375255,,,2017,375.6251206008896
Central Europe,74.9747613412554,,,2017,31.18951336700343
Eastern Europe,221.0853464281265,,,2017,74.4360555292446
Western Europe,397.3816143681436,,,2017,269.9995517046416
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2017,190.85412443464625
World,2718.18371875139,,,2018,2038.9287164303698
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2018,40.63237255214692
North Africa,30.201147045776676,,,2018,18.267512469925297
sub-Saharan Africa,21.851767848375367,,,2018,22.36486008222161
Americas,1100.039531310176,,Cuba,2018,919.6322874123123
Central America and the Caribbean,19.781283367512405,,,2018,10.519468383493521
North America,1026.655897810219,,,2018,853.8554832163228
South America,53.602350132444535,,,2018,55.2573358124958
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2018,495.19682984893154
Oceania,36.98674327781575,,,2018,30.945841789850082
South Asia,102.3815205919318,,,2018,88.43689642388408
East Asia,433.1594053700567,,,2018,329.12009102958024
South East Asia,54.86528321337011,,,2018,44.48376646017602
Central Asia,1.9284080397939944,,,2018,2.2102341454410657
Europe,693.4417221375255,,,2018,384.78354373211425
Central Europe,74.9747613412554,,,2018,35.011502958609135
Eastern Europe,221.0853464281265,,,2018,73.37841722998593
Western Europe,397.3816143681436,,,2018,276.39362354351925
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2018,198.683682884865
World,2718.18371875139,,,2019,2124.480202078672
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2019,41.137543885423625
North Africa,30.201147045776676,,,2019,19.189049872362467
sub-Saharan Africa,21.851767848375367,,,2019,21.948494013061147
Americas,1100.039531310176,,Cuba,2019,966.3789397545867
Central America and the Caribbean,19.781283367512405,,,2019,11.556743052526729
North America,1026.655897810219,,,2019,900.6448151141144
South America,53.602350132444535,,,2019,54.17738158794551
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2019,520.041552617872
Oceania,36.98674327781575,,,2019,32.26349542694101
South Asia,102.3815205919318,,,2019,93.98662327152142
East Asia,433.1594053700567,,,2019,345.83071432598734
South East Asia,54.86528321337011,,,2019,45.19478258080239
Central Asia,1.9284080397939944,,,2019,2.76593701261979
Europe,693.4417221375255,,,2019,405.10667255921476
Central Europe,74.9747613412554,,,2019,39.71346453362503
Eastern Europe,221.0853464281265,,,2019,77.44179950979256
Western Europe,397.3816143681436,,,2019,287.9514085157972
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2019,191.8154932615746
World,2718.18371875139,,,2020,2200.3645961032144
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2020,42.346617143595964
North Africa,30.201147045776676,,,2020,19.851493711338875
sub-Saharan Africa,21.851767848375367,,,2020,22.495123432257067
Americas,1100.039531310176,,Cuba,2020,1010.6016445460511
Central America and the Caribbean,19.781283367512405,,,2020,14.246263586708201
North America,1026.655897810219,,,2020,942.7130971465723
South America,53.602350132444535,,,2020,53.64228381277067
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2020,538.2844541042042
Oceania,36.98674327781575,,,2020,33.769116383851376
South Asia,102.3815205919318,,,2020,94.3097936657156
East Asia,433.1594053700567,,,2020,360.0148542909087
South East Asia,54.86528321337011,,,2020,47.77896995069813
Central Asia,1.9284080397939944,,,2020,2.4117198130302655
Europe,693.4417221375255,,,2020,427.3987694458916
Central Europe,74.9747613412554,,,2020,42.52554924706645
Eastern Europe,221.0853464281265,,,2020,80.17607044602927
Western Europe,397.3816143681436,,,2020,304.6971497527959
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2020,181.73311086347132
World,2718.18371875139,,,2021,2222.600667112146
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2021,44.43761239021562
North Africa,30.201147045776676,,,2021,18.964189227853897
sub-Saharan Africa,21.851767848375367,,,2021,25.473423162361716
Americas,1100.039531310176,,Cuba,2021,999.0848581140798
Central America and the Caribbean,19.781283367512405,,,2021,13.85100721026962
North America,1026.655897810219,,,2021,932.725812257159
South America,53.602350132444535,,,2021,52.50803864665134
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2021,554.1080716647972
Oceania,36.98674327781575,,,2021,35.552278302757266
South Asia,102.3815205919318,,,2021,94.24565193367386
East Asia,433.1594053700567,,,2021,372.88403562159556
South East Asia,54.86528321337011,,,2021,49.01185645414429
Central Asia,1.9284080397939944,,,2021,2.4142493526261704
Europe,693.4417221375255,,,2021,441.18049009089367
Central Europe,74.9747613412554,,,2021,44.093264269400215
Eastern Europe,221.0853464281265,,,2021,81.35357970682851
Western Europe,397.3816143681436,,,2021,315.73364611466496
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2021,183.78963485215954
World,2718.18371875139,,,2022,2294.524211913475
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2022,42.452403424994856
North Africa,30.201147045776676,,,2022,18.258386689747873
sub-Saharan Africa,21.851767848375367,,,2022,24.194016735246986
Americas,1100.039531310176,,Cuba,2022,987.1045078690356
Central America and the Caribbean,19.781283367512405,,,2022,14.824815323481223
North America,1026.655897810219,,,2022,921.719188056566
South America,53.602350132444535,,,2022,50.56050448898836
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2022,566.6997214523992
Oceania,36.98674327781575,,,2022,35.857214005478866
South Asia,102.3815205919318,,,2022,96.01886085940504
East Asia,433.1594053700567,,,2022,382.7529659976308
South East Asia,54.86528321337011,,,2022,50.13125412751203
Central Asia,1.9284080397939944,,,2022,1.9394264623721997
Europe,693.4417221375255,,,2022,504.99676118406774
Central Europe,74.9747613412554,,,2022,45.32011971807512
Eastern Europe,221.0853464281265,,,2022,136.00088268852696
Western Europe,397.3816143681436,,,2022,323.6757587774657
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2022,193.27081798297763
World,2718.18371875139,,,2023,2447.4443883882655
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2023,50.18044271762278
North Africa,30.201147045776676,,,2023,26.23078333484915
sub-Saharan Africa,21.851767848375367,,,2023,23.94965938277364
Americas,1100.039531310176,,Cuba,2023,1009.5766725918237
Central America and the Caribbean,19.781283367512405,,,2023,14.802309068172134
North America,1026.655897810219,,,2023,943.2423531141228
South America,53.602350132444535,,,2023,51.532010409528816
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2023,594.9840806514051
Oceania,36.98674327781575,,,2023,35.58741206690063
South Asia,102.3815205919318,,,2023,96.60874685545868
East Asia,433.1594053700567,,,2023,409.2683810854468
South East Asia,54.86528321337011,,,2023,51.586305920338134
Central Asia,1.9284080397939944,,,2023,1.9332347232607092
Europe,693.4417221375255,,,2023,581.4779533334656
Central Europe,74.9747613412554,,,2023,55.724446773335316
Eastern Europe,221.0853464281265,,,2023,181.18166173634518
Western Europe,397.3816143681436,,,2023,344.5718448237851
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2023,211.225239093948
World,2718.18371875139,,,2024,2676.5138864674996
Africa,52.052914894152046,,"Djibouti, Eritrea, Somalia",2024,51.70613880409972
North Africa,30.201147045776676,,,2024,28.5296050555159
sub-Saharan Africa,21.851767848375367,,,2024,23.176533748583825
Americas,1100.039531310176,,Cuba,2024,1068.3992366883745
Central America and the Caribbean,19.781283367512405,,,2024,19.462652294688723
North America,1026.655897810219,,,2024,997.4475168574508
South America,53.602350132444535,,,2024,51.48906753623475
Asia & Oceania,629.3213604929684,,"Korea, North, Laos, Turkmenistan, Uzbekistan",2024,632.1717811536146
Oceania,36.98674327781575,,,2024,36.13319630923399
South Asia,102.3815205919318,,,2024,97.53831819018824
East Asia,433.1594053700567,,,2024,441.23465038628603
South East Asia,54.86528321337011,,,2024,55.43914085257889
Central Asia,1.9284080397939944,,,2024,1.8264754153275564
Europe,693.4417221375255,,,2024,680.7433582498609
Central Europe,74.9747613412554,,,2024,70.43877010259776
Eastern Europe,221.0853464281265,,,2024,224.8951644270522
Western Europe,397.3816143681436,,,2024,385.40942372021095
Middle East,243.32818991656828,,"Syria, Yemen, North, Yemen",2024,243.4933715715496
